DateTime,Players,Average_Players,Twitch_Viewers,Source
2024-07-04,3973.0,,226.0,ACV
2024-07-04,3983.0,3019.0,300.0,ACV
2024-07-04,3956.0,,300.0,ACV
2024-07-04,3948.0,,300.0,ACV
2024-07-04,3895.0,,300.0,ACV
2024-07-04,3857.0,,300.0,ACV
2024-07-04,3809.0,,300.0,ACV
2024-07-04,3758.0,3026.0,279.0,ACV
2024-07-04,3690.0,,279.0,ACV
2024-07-04,3646.0,,279.0,ACV
2024-07-04,3616.0,,279.0,ACV
2024-07-04,3536.0,,279.0,ACV
2024-07-04,3452.0,,279.0,ACV
2024-07-04,3368.0,3032.0,188.0,ACV
2024-07-04,3289.0,,188.0,ACV
2024-07-04,3245.0,,188.0,ACV
2024-07-04,3172.0,,188.0,ACV
2024-07-04,3101.0,,188.0,ACV
2024-07-04,3037.0,,188.0,ACV
2024-07-04,2975.0,3041.0,178.0,ACV
2024-07-04,2905.0,,178.0,ACV
2024-07-04,2812.0,,178.0,ACV
2024-07-04,2722.0,,178.0,ACV
2024-07-04,2648.0,,178.0,ACV
2024-07-04,2565.0,,178.0,ACV
2024-07-04,2522.0,3047.0,208.0,ACV
2024-07-04,2499.0,,208.0,ACV
2024-07-04,2461.0,,208.0,ACV
2024-07-04,2448.0,,208.0,ACV
2024-07-04,2387.0,,208.0,ACV
2024-07-04,2326.0,,208.0,ACV
2024-07-05,2270.0,3052.0,225.0,ACV
2024-07-05,2224.0,,225.0,ACV
2024-07-05,2221.0,,225.0,ACV
2024-07-05,2185.0,,225.0,ACV
2024-07-05,2201.0,,225.0,ACV
2024-07-05,2190.0,,225.0,ACV
2024-07-05,2153.0,3053.0,284.0,ACV
2024-07-05,2125.0,,284.0,ACV
2024-07-05,2133.0,,284.0,ACV
2024-07-05,2157.0,,284.0,ACV
2024-07-05,2151.0,,284.0,ACV
2024-07-05,2158.0,,284.0,ACV
2024-07-05,2170.0,3056.0,310.0,ACV
2024-07-05,2191.0,,310.0,ACV
2024-07-05,2165.0,,310.0,ACV
2024-07-05,2167.0,,310.0,ACV
2024-07-05,2168.0,,310.0,ACV
2024-07-05,2184.0,,310.0,ACV
2024-07-05,2163.0,3060.0,315.0,ACV
2024-07-05,2148.0,,315.0,ACV
2024-07-05,2129.0,,315.0,ACV
2024-07-05,2107.0,,315.0,ACV
2024-07-05,2094.0,,315.0,ACV
2024-07-05,2075.0,,315.0,ACV
2024-07-05,2056.0,3065.0,278.0,ACV
2024-07-05,2048.0,,278.0,ACV
2024-07-05,2029.0,,278.0,ACV
2024-07-05,2034.0,,278.0,ACV
2024-07-05,2041.0,,278.0,ACV
2024-07-05,1993.0,,278.0,ACV
2024-07-05,1989.0,3069.0,58.0,ACV
2024-07-05,1961.0,,58.0,ACV
2024-07-05,1955.0,,58.0,ACV
2024-07-05,1962.0,,58.0,ACV
2024-07-05,1969.0,,58.0,ACV
2024-07-05,2010.0,,58.0,ACV
2024-07-05,2019.0,3077.0,69.0,ACV
2024-07-05,2038.0,,69.0,ACV
2024-07-05,2060.0,,69.0,ACV
2024-07-05,2071.0,,69.0,ACV
2024-07-05,2063.0,,69.0,ACV
2024-07-05,2098.0,,69.0,ACV
2024-07-05,2143.0,3084.0,60.0,ACV
2024-07-05,2162.0,,60.0,ACV
2024-07-05,2214.0,,60.0,ACV
2024-07-05,2196.0,,60.0,ACV
2024-07-05,2206.0,,60.0,ACV
2024-07-05,2236.0,,60.0,ACV
2024-07-05,2254.0,3093.0,53.0,ACV
2024-07-05,2299.0,,53.0,ACV
2024-07-05,2350.0,,53.0,ACV
2024-07-05,2411.0,,53.0,ACV
2024-07-05,2466.0,,53.0,ACV
2024-07-05,2526.0,,53.0,ACV
2024-07-05,2537.0,3104.0,52.0,ACV
2024-07-05,2587.0,,52.0,ACV
2024-07-05,2613.0,,52.0,ACV
2024-07-05,2645.0,,52.0,ACV
2024-07-05,2678.0,,52.0,ACV
2024-07-05,2719.0,,52.0,ACV
2024-07-05,2784.0,3114.0,53.0,ACV
2024-07-05,2793.0,,53.0,ACV
2024-07-05,2825.0,,53.0,ACV
2024-07-05,2873.0,,53.0,ACV
2024-07-05,2928.0,,53.0,ACV
2024-07-05,3009.0,,53.0,ACV
2024-07-05,3046.0,3118.0,63.0,ACV
2024-07-05,3082.0,,63.0,ACV
2024-07-05,3117.0,,63.0,ACV
2024-07-05,3174.0,,63.0,ACV
2024-07-05,3227.0,,63.0,ACV
2024-07-05,3297.0,,63.0,ACV
2024-07-05,3315.0,3120.0,71.0,ACV
2024-07-05,3370.0,,71.0,ACV
2024-07-05,3490.0,,71.0,ACV
2024-07-05,3567.0,,71.0,ACV
2024-07-05,3594.0,,71.0,ACV
2024-07-05,3651.0,,71.0,ACV
2024-07-05,3749.0,3128.0,68.0,ACV
2024-07-05,3775.0,,68.0,ACV
2024-07-05,3855.0,,68.0,ACV
2024-07-05,3944.0,,68.0,ACV
2024-07-05,4037.0,,68.0,ACV
2024-07-05,4094.0,,68.0,ACV
2024-07-05,4154.0,3134.0,145.0,ACV
2024-07-05,4191.0,,145.0,ACV
2024-07-05,4222.0,,145.0,ACV
2024-07-05,4234.0,,145.0,ACV
2024-07-05,4259.0,,145.0,ACV
2024-07-05,4295.0,,145.0,ACV
2024-07-05,4275.0,3139.0,160.0,ACV
2024-07-05,4281.0,,160.0,ACV
2024-07-05,4269.0,,160.0,ACV
2024-07-05,4258.0,,160.0,ACV
2024-07-05,4195.0,,160.0,ACV
2024-07-05,4124.0,,160.0,ACV
2024-07-05,4124.0,3143.0,213.0,ACV
2024-07-05,3985.0,,213.0,ACV
2024-07-05,3920.0,,213.0,ACV
2024-07-05,3925.0,,213.0,ACV
2024-07-05,3924.0,,213.0,ACV
2024-07-05,3889.0,,213.0,ACV
2024-07-05,3878.0,3142.0,212.0,ACV
2024-07-05,3900.0,,212.0,ACV
2024-07-05,3903.0,,212.0,ACV
2024-07-05,3863.0,,212.0,ACV
2024-07-05,3841.0,,212.0,ACV
2024-07-05,3806.0,,212.0,ACV
2024-07-05,3808.0,3141.0,171.0,ACV
2024-07-05,3803.0,,171.0,ACV
2024-07-05,3800.0,,171.0,ACV
2024-07-05,3782.0,,171.0,ACV
2024-07-05,3792.0,,171.0,ACV
2024-07-05,3835.0,,171.0,ACV
2024-07-05,3845.0,3138.0,245.0,ACV
2024-07-05,3830.0,,245.0,ACV
2024-07-05,3808.0,,245.0,ACV
2024-07-05,3793.0,,245.0,ACV
2024-07-05,3755.0,,245.0,ACV
2024-07-05,3737.0,,245.0,ACV
2024-07-05,3732.0,3140.0,236.0,ACV
2024-07-05,3677.0,,236.0,ACV
2024-07-05,3656.0,,236.0,ACV
2024-07-05,3597.0,,236.0,ACV
2024-07-05,3589.0,,236.0,ACV
2024-07-05,3576.0,,236.0,ACV
2024-07-05,3528.0,3148.0,259.0,ACV
2024-07-05,3480.0,,259.0,ACV
2024-07-05,3416.0,,259.0,ACV
2024-07-05,3376.0,,259.0,ACV
2024-07-05,3285.0,,259.0,ACV
2024-07-05,3216.0,,259.0,ACV
2024-07-05,3172.0,3157.0,252.0,ACV
2024-07-05,3105.0,,252.0,ACV
2024-07-05,3066.0,,252.0,ACV
2024-07-05,2999.0,,252.0,ACV
2024-07-05,2958.0,,252.0,ACV
2024-07-05,2928.0,,252.0,ACV
2024-07-05,2878.0,3173.0,170.0,ACV
2024-07-05,2833.0,,170.0,ACV
2024-07-05,2795.0,,170.0,ACV
2024-07-05,2767.0,,170.0,ACV
2024-07-05,2711.0,,170.0,ACV
2024-07-05,2670.0,,170.0,ACV
2024-07-06,2653.0,3188.0,131.0,ACV
2024-07-06,2618.0,,131.0,ACV
2024-07-06,2580.0,,131.0,ACV
2024-07-06,2553.0,,131.0,ACV
2024-07-06,2500.0,,131.0,ACV
2024-07-06,2506.0,,131.0,ACV
2024-07-06,2504.0,3203.0,105.0,ACV
2024-07-06,2509.0,,105.0,ACV
2024-07-06,2523.0,,105.0,ACV
2024-07-06,2527.0,,105.0,ACV
2024-07-06,2530.0,,105.0,ACV
2024-07-06,2557.0,,105.0,ACV
2024-07-06,2587.0,3221.0,198.0,ACV
2024-07-06,2586.0,,198.0,ACV
2024-07-06,2600.0,,198.0,ACV
2024-07-06,2633.0,,198.0,ACV
2024-07-06,2666.0,,198.0,ACV
2024-07-06,2681.0,,198.0,ACV
2024-07-06,2674.0,3241.0,184.0,ACV
2024-07-06,2691.0,,184.0,ACV
2024-07-06,2672.0,,184.0,ACV
2024-07-06,2680.0,,184.0,ACV
2024-07-06,2658.0,,184.0,ACV
2024-07-06,2686.0,,184.0,ACV
2024-07-06,2684.0,3264.0,166.0,ACV
2024-07-06,2681.0,,166.0,ACV
2024-07-06,2645.0,,166.0,ACV
2024-07-06,2634.0,,166.0,ACV
2024-07-06,2645.0,,166.0,ACV
2024-07-06,2639.0,,166.0,ACV
2024-07-06,2646.0,3293.0,55.0,ACV
2024-07-06,2662.0,,55.0,ACV
2024-07-06,2690.0,,55.0,ACV
2024-07-06,2713.0,,55.0,ACV
2024-07-06,2740.0,,55.0,ACV
2024-07-06,2753.0,,55.0,ACV
2024-07-06,2739.0,3324.0,58.0,ACV
2024-07-06,2746.0,,58.0,ACV
2024-07-06,2816.0,,58.0,ACV
2024-07-06,2840.0,,58.0,ACV
2024-07-06,2864.0,,58.0,ACV
2024-07-06,2925.0,,58.0,ACV
2024-07-06,2921.0,3356.0,94.0,ACV
2024-07-06,2951.0,,94.0,ACV
2024-07-06,2973.0,,94.0,ACV
2024-07-06,2996.0,,94.0,ACV
2024-07-06,3002.0,,94.0,ACV
2024-07-06,3074.0,,94.0,ACV
2024-07-06,3120.0,3389.0,109.0,ACV
2024-07-06,3147.0,,109.0,ACV
2024-07-06,3242.0,,109.0,ACV
2024-07-06,3283.0,,109.0,ACV
2024-07-06,3330.0,,109.0,ACV
2024-07-06,3388.0,,109.0,ACV
2024-07-06,3453.0,3425.0,128.0,ACV
2024-07-06,3496.0,,128.0,ACV
2024-07-06,3555.0,,128.0,ACV
2024-07-06,3600.0,,128.0,ACV
2024-07-06,3616.0,,128.0,ACV
2024-07-06,3633.0,,128.0,ACV
2024-07-06,3636.0,3458.0,144.0,ACV
2024-07-06,3646.0,,144.0,ACV
2024-07-06,3739.0,,144.0,ACV
2024-07-06,3769.0,,144.0,ACV
2024-07-06,3811.0,,144.0,ACV
2024-07-06,3831.0,,144.0,ACV
2024-07-06,3917.0,3493.0,155.0,ACV
2024-07-06,3944.0,,155.0,ACV
2024-07-06,4007.0,,155.0,ACV
2024-07-06,4059.0,,155.0,ACV
2024-07-06,4090.0,,155.0,ACV
2024-07-06,4174.0,,155.0,ACV
2024-07-06,4225.0,3532.0,164.0,ACV
2024-07-06,4308.0,,164.0,ACV
2024-07-06,4399.0,,164.0,ACV
2024-07-06,4456.0,,164.0,ACV
2024-07-06,4555.0,,164.0,ACV
2024-07-06,4618.0,,164.0,ACV
2024-07-06,4631.0,3571.0,237.0,ACV
2024-07-06,4701.0,,237.0,ACV
2024-07-06,4800.0,,237.0,ACV
2024-07-06,4862.0,,237.0,ACV
2024-07-06,4996.0,,237.0,ACV
2024-07-06,5072.0,,237.0,ACV
2024-07-06,5119.0,3609.0,243.0,ACV
2024-07-06,5160.0,,243.0,ACV
2024-07-06,5187.0,,243.0,ACV
2024-07-06,5254.0,,243.0,ACV
2024-07-06,5255.0,,243.0,ACV
2024-07-06,5268.0,,243.0,ACV
2024-07-06,5299.0,3649.0,274.0,ACV
2024-07-06,5285.0,,274.0,ACV
2024-07-06,5275.0,,274.0,ACV
2024-07-06,5287.0,,274.0,ACV
2024-07-06,5271.0,,274.0,ACV
2024-07-06,5142.0,,274.0,ACV
2024-07-06,5072.0,3687.0,278.0,ACV
2024-07-06,4988.0,,278.0,ACV
2024-07-06,4945.0,,278.0,ACV
2024-07-06,4905.0,,278.0,ACV
2024-07-06,4881.0,,278.0,ACV
2024-07-06,4815.0,,278.0,ACV
2024-07-06,4817.0,3723.0,287.0,ACV
2024-07-06,4744.0,,287.0,ACV
2024-07-06,4689.0,,287.0,ACV
2024-07-06,4670.0,,287.0,ACV
2024-07-06,4611.0,,287.0,ACV
2024-07-06,4556.0,,287.0,ACV
2024-07-06,4517.0,3751.0,314.0,ACV
2024-07-06,4485.0,,314.0,ACV
2024-07-06,4443.0,,314.0,ACV
2024-07-06,4452.0,,314.0,ACV
2024-07-06,4438.0,,314.0,ACV
2024-07-06,4492.0,,314.0,ACV
2024-07-06,4481.0,3778.0,300.0,ACV
2024-07-06,4472.0,,300.0,ACV
2024-07-06,4419.0,,300.0,ACV
2024-07-06,4394.0,,300.0,ACV
2024-07-06,4371.0,,300.0,ACV
2024-07-06,4348.0,,300.0,ACV
2024-07-06,4380.0,3804.0,293.0,ACV
2024-07-06,4310.0,,293.0,ACV
2024-07-06,4244.0,,293.0,ACV
2024-07-06,4208.0,,293.0,ACV
2024-07-06,4176.0,,293.0,ACV
2024-07-06,4165.0,,293.0,ACV
2024-07-06,4141.0,3829.0,318.0,ACV
2024-07-06,4113.0,,318.0,ACV
2024-07-06,4042.0,,318.0,ACV
2024-07-06,4017.0,,318.0,ACV
2024-07-06,3969.0,,318.0,ACV
2024-07-06,3881.0,,318.0,ACV
2024-07-06,3821.0,3855.0,220.0,ACV
2024-07-06,3726.0,,220.0,ACV
2024-07-06,3647.0,,220.0,ACV
2024-07-06,3573.0,,220.0,ACV
2024-07-06,3495.0,,220.0,ACV
2024-07-06,3422.0,,220.0,ACV
2024-07-06,3310.0,3871.0,212.0,ACV
2024-07-06,3227.0,,212.0,ACV
2024-07-06,3168.0,,212.0,ACV
2024-07-06,3104.0,,212.0,ACV
2024-07-06,3060.0,,212.0,ACV
2024-07-06,3026.0,,212.0,ACV
2024-07-07,2987.0,3883.0,203.0,ACV
2024-07-07,2942.0,,203.0,ACV
2024-07-07,2885.0,,203.0,ACV
2024-07-07,2876.0,,203.0,ACV
2024-07-07,2829.0,,203.0,ACV
2024-07-07,2795.0,,203.0,ACV
2024-07-07,2783.0,3891.0,211.0,ACV
2024-07-07,2756.0,,211.0,ACV
2024-07-07,2756.0,,211.0,ACV
2024-07-07,2757.0,,211.0,ACV
2024-07-07,2764.0,,211.0,ACV
2024-07-07,2784.0,,211.0,ACV
2024-07-07,2792.0,3897.0,231.0,ACV
2024-07-07,2806.0,,231.0,ACV
2024-07-07,2841.0,,231.0,ACV
2024-07-07,2860.0,,231.0,ACV
2024-07-07,2864.0,,231.0,ACV
2024-07-07,2870.0,,231.0,ACV
2024-07-07,2877.0,3904.0,222.0,ACV
2024-07-07,2882.0,,222.0,ACV
2024-07-07,2906.0,,222.0,ACV
2024-07-07,2915.0,,222.0,ACV
2024-07-07,2911.0,,222.0,ACV
2024-07-07,2904.0,,222.0,ACV
2024-07-07,2916.0,3916.0,251.0,ACV
2024-07-07,2930.0,,251.0,ACV
2024-07-07,2958.0,,251.0,ACV
2024-07-07,2992.0,,251.0,ACV
2024-07-07,3022.0,,251.0,ACV
2024-07-07,3049.0,,251.0,ACV
2024-07-07,3083.0,3927.0,203.0,ACV
2024-07-07,3097.0,,203.0,ACV
2024-07-07,3095.0,,203.0,ACV
2024-07-07,3099.0,,203.0,ACV
2024-07-07,3111.0,,203.0,ACV
2024-07-07,3105.0,,203.0,ACV
2024-07-07,3144.0,3937.0,138.0,ACV
2024-07-07,3170.0,,138.0,ACV
2024-07-07,3205.0,,138.0,ACV
2024-07-07,3236.0,,138.0,ACV
2024-07-07,3270.0,,138.0,ACV
2024-07-07,3291.0,,138.0,ACV
2024-07-07,3333.0,3955.0,86.0,ACV
2024-07-07,3416.0,,86.0,ACV
2024-07-07,3438.0,,86.0,ACV
2024-07-07,3458.0,,86.0,ACV
2024-07-07,3545.0,,86.0,ACV
2024-07-07,3624.0,,86.0,ACV
2024-07-07,3660.0,3974.0,129.0,ACV
2024-07-07,3711.0,,129.0,ACV
2024-07-07,3823.0,,129.0,ACV
2024-07-07,3867.0,,129.0,ACV
2024-07-07,3937.0,,129.0,ACV
2024-07-07,3996.0,,129.0,ACV
2024-07-07,4081.0,3997.0,144.0,ACV
2024-07-07,4118.0,,144.0,ACV
2024-07-07,4193.0,,144.0,ACV
2024-07-07,4252.0,,144.0,ACV
2024-07-07,4288.0,,144.0,ACV
2024-07-07,4342.0,,144.0,ACV
2024-07-07,4374.0,4020.0,155.0,ACV
2024-07-07,4413.0,,155.0,ACV
2024-07-07,4474.0,,155.0,ACV
2024-07-07,4508.0,,155.0,ACV
2024-07-07,4546.0,,155.0,ACV
2024-07-07,4563.0,,155.0,ACV
2024-07-07,4645.0,4045.0,173.0,ACV
2024-07-07,4681.0,,173.0,ACV
2024-07-07,4756.0,,173.0,ACV
2024-07-07,4785.0,,173.0,ACV
2024-07-07,4845.0,,173.0,ACV
2024-07-07,4907.0,,173.0,ACV
2024-07-07,4949.0,4069.0,121.0,ACV
2024-07-07,5015.0,,121.0,ACV
2024-07-07,5139.0,,121.0,ACV
2024-07-07,5168.0,,121.0,ACV
2024-07-07,5238.0,,121.0,ACV
2024-07-07,5342.0,,121.0,ACV
2024-07-07,5410.0,4090.0,162.0,ACV
2024-07-07,5456.0,,162.0,ACV
2024-07-07,5544.0,,162.0,ACV
2024-07-07,5594.0,,162.0,ACV
2024-07-07,5643.0,,162.0,ACV
2024-07-07,5716.0,,162.0,ACV
2024-07-07,5711.0,4112.0,174.0,ACV
2024-07-07,5796.0,,174.0,ACV
2024-07-07,5839.0,,174.0,ACV
2024-07-07,5882.0,,174.0,ACV
2024-07-07,5892.0,,174.0,ACV
2024-07-07,5916.0,,174.0,ACV
2024-07-07,5872.0,4131.0,212.0,ACV
2024-07-07,5880.0,,212.0,ACV
2024-07-07,5886.0,,212.0,ACV
2024-07-07,5862.0,,212.0,ACV
2024-07-07,5852.0,,212.0,ACV
2024-07-07,5800.0,,212.0,ACV
2024-07-07,5735.0,4154.0,177.0,ACV
2024-07-07,5674.0,,177.0,ACV
2024-07-07,5659.0,,177.0,ACV
2024-07-07,5613.0,,177.0,ACV
2024-07-07,5612.0,,177.0,ACV
2024-07-07,5589.0,,177.0,ACV
2024-07-07,5560.0,4181.0,197.0,ACV
2024-07-07,5426.0,,197.0,ACV
2024-07-07,5426.0,,197.0,ACV
2024-07-07,5409.0,,197.0,ACV
2024-07-07,5395.0,,197.0,ACV
2024-07-07,5426.0,,197.0,ACV
2024-07-07,5382.0,4212.0,221.0,ACV
2024-07-07,5369.0,,221.0,ACV
2024-07-07,5295.0,,221.0,ACV
2024-07-07,5288.0,,221.0,ACV
2024-07-07,5242.0,,221.0,ACV
2024-07-07,5270.0,,221.0,ACV
2024-07-07,5250.0,4241.0,401.0,ACV
2024-07-07,5252.0,,401.0,ACV
2024-07-07,5262.0,,401.0,ACV
2024-07-07,5223.0,,401.0,ACV
2024-07-07,5162.0,,401.0,ACV
2024-07-07,5081.0,,401.0,ACV
2024-07-07,5035.0,4265.0,347.0,ACV
2024-07-07,4953.0,,347.0,ACV
2024-07-07,4887.0,,347.0,ACV
2024-07-07,4833.0,,347.0,ACV
2024-07-07,4771.0,,347.0,ACV
2024-07-07,4701.0,,347.0,ACV
2024-07-07,4568.0,4281.0,481.0,ACV
2024-07-07,4436.0,,481.0,ACV
2024-07-07,4279.0,,481.0,ACV
2024-07-07,4182.0,,481.0,ACV
2024-07-07,4048.0,,481.0,ACV
2024-07-07,3970.0,,481.0,ACV
2024-07-07,3845.0,4281.0,443.0,ACV
2024-07-07,3747.0,,443.0,ACV
2024-07-07,3669.0,,443.0,ACV
2024-07-07,3578.0,,443.0,ACV
2024-07-07,3463.0,,443.0,ACV
2024-07-07,3397.0,,443.0,ACV
2024-07-07,3300.0,4281.0,243.0,ACV
2024-07-07,3228.0,,243.0,ACV
2024-07-07,3130.0,,243.0,ACV
2024-07-07,3051.0,,243.0,ACV
2024-07-07,3000.0,,243.0,ACV
2024-07-07,2974.0,,243.0,ACV
2024-07-08,2930.0,4279.0,214.0,ACV
2024-07-08,2901.0,,214.0,ACV
2024-07-08,2864.0,,214.0,ACV
2024-07-08,2827.0,,214.0,ACV
2024-07-08,2814.0,,214.0,ACV
2024-07-08,2792.0,,214.0,ACV
2024-07-08,2774.0,4279.0,172.0,ACV
2024-07-08,2753.0,,172.0,ACV
2024-07-08,2720.0,,172.0,ACV
2024-07-08,2694.0,,172.0,ACV
2024-07-08,2650.0,,172.0,ACV
2024-07-08,2628.0,,172.0,ACV
2024-07-08,2636.0,4270.0,161.0,ACV
2024-07-08,2589.0,,161.0,ACV
2024-07-08,2563.0,,161.0,ACV
2024-07-08,2525.0,,161.0,ACV
2024-07-08,2493.0,,161.0,ACV
2024-07-08,2496.0,,161.0,ACV
2024-07-08,2500.0,4255.0,150.0,ACV
2024-07-08,2469.0,,150.0,ACV
2024-07-08,2419.0,,150.0,ACV
2024-07-08,2394.0,,150.0,ACV
2024-07-08,2354.0,,150.0,ACV
2024-07-08,2285.0,,150.0,ACV
2024-07-08,2286.0,4226.0,72.0,ACV
2024-07-08,2163.0,,72.0,ACV
2024-07-08,2223.0,,72.0,ACV
2024-07-08,2184.0,,72.0,ACV
2024-07-08,2178.0,,72.0,ACV
2024-07-08,2149.0,,72.0,ACV
2024-07-08,2158.0,4189.0,64.0,ACV
2024-07-08,2142.0,,64.0,ACV
2024-07-08,2121.0,,64.0,ACV
2024-07-08,2111.0,,64.0,ACV
2024-07-08,2100.0,,64.0,ACV
2024-07-08,2039.0,,64.0,ACV
2024-07-08,2051.0,4145.0,66.0,ACV
2024-07-08,2036.0,,66.0,ACV
2024-07-08,2070.0,,66.0,ACV
2024-07-08,2084.0,,66.0,ACV
2024-07-08,2129.0,,66.0,ACV
2024-07-08,2163.0,,66.0,ACV
2024-07-08,2183.0,4097.0,64.0,ACV
2024-07-08,2220.0,,64.0,ACV
2024-07-08,2261.0,,64.0,ACV
2024-07-08,2306.0,,64.0,ACV
2024-07-08,2350.0,,64.0,ACV
2024-07-08,2382.0,,64.0,ACV
2024-07-08,2440.0,4043.0,63.0,ACV
2024-07-08,2483.0,,63.0,ACV
2024-07-08,2546.0,,63.0,ACV
2024-07-08,2585.0,,63.0,ACV
2024-07-08,2591.0,,63.0,ACV
2024-07-08,2620.0,,63.0,ACV
2024-07-08,2667.0,3986.0,61.0,ACV
2024-07-08,2710.0,,61.0,ACV
2024-07-08,2790.0,,61.0,ACV
2024-07-08,2827.0,,61.0,ACV
2024-07-08,2863.0,,61.0,ACV
2024-07-08,2890.0,,61.0,ACV
2024-07-08,2910.0,3934.0,104.0,ACV
2024-07-08,2940.0,,104.0,ACV
2024-07-08,3028.0,,104.0,ACV
2024-07-08,3094.0,,104.0,ACV
2024-07-08,3132.0,,104.0,ACV
2024-07-08,3237.0,,104.0,ACV
2024-07-08,3271.0,3876.0,128.0,ACV
2024-07-08,3242.0,,128.0,ACV
2024-07-08,3311.0,,128.0,ACV
2024-07-08,3363.0,,128.0,ACV
2024-07-08,3409.0,,128.0,ACV
2024-07-08,3459.0,,128.0,ACV
2024-07-08,3519.0,3822.0,154.0,ACV
2024-07-08,3615.0,,154.0,ACV
2024-07-08,3708.0,,154.0,ACV
2024-07-08,3810.0,,154.0,ACV
2024-07-08,3871.0,,154.0,ACV
2024-07-08,3959.0,,154.0,ACV
2024-07-08,3993.0,3764.0,148.0,ACV
2024-07-08,4021.0,,148.0,ACV
2024-07-08,4073.0,,148.0,ACV
2024-07-08,4162.0,,148.0,ACV
2024-07-08,4213.0,,148.0,ACV
2024-07-08,4277.0,,148.0,ACV
2024-07-08,4341.0,3709.0,138.0,ACV
2024-07-08,4400.0,,138.0,ACV
2024-07-08,4454.0,,138.0,ACV
2024-07-08,4469.0,,138.0,ACV
2024-07-08,4489.0,,138.0,ACV
2024-07-08,4519.0,,138.0,ACV
2024-07-08,4509.0,3654.0,120.0,ACV
2024-07-08,4506.0,,120.0,ACV
2024-07-08,4501.0,,120.0,ACV
2024-07-08,4502.0,,120.0,ACV
2024-07-08,4476.0,,120.0,ACV
2024-07-08,4488.0,,120.0,ACV
2024-07-08,4448.0,3601.0,144.0,ACV
2024-07-08,4431.0,,144.0,ACV
2024-07-08,4413.0,,144.0,ACV
2024-07-08,4424.0,,144.0,ACV
2024-07-08,4438.0,,144.0,ACV
2024-07-08,4442.0,,144.0,ACV
2024-07-08,4380.0,3552.0,267.0,ACV
2024-07-08,4366.0,,267.0,ACV
2024-07-08,4377.0,,267.0,ACV
2024-07-08,4362.0,,267.0,ACV
2024-07-08,4310.0,,267.0,ACV
2024-07-08,4298.0,,267.0,ACV
2024-07-08,4260.0,3506.0,334.0,ACV
2024-07-08,4238.0,,334.0,ACV
2024-07-08,4270.0,,334.0,ACV
2024-07-08,4265.0,,334.0,ACV
2024-07-08,4237.0,,334.0,ACV
2024-07-08,4254.0,,334.0,ACV
2024-07-08,4270.0,3464.0,320.0,ACV
2024-07-08,4243.0,,320.0,ACV
2024-07-08,4244.0,,320.0,ACV
2024-07-08,4258.0,,320.0,ACV
2024-07-08,4214.0,,320.0,ACV
2024-07-08,4178.0,,320.0,ACV
2024-07-08,4107.0,3426.0,293.0,ACV
2024-07-08,4024.0,,293.0,ACV
2024-07-08,3954.0,,293.0,ACV
2024-07-08,3924.0,,293.0,ACV
2024-07-08,3908.0,,293.0,ACV
2024-07-08,3813.0,,293.0,ACV
2024-07-08,3719.0,3390.0,435.0,ACV
2024-07-08,3611.0,,435.0,ACV
2024-07-08,3513.0,,435.0,ACV
2024-07-08,3433.0,,435.0,ACV
2024-07-08,3363.0,,435.0,ACV
2024-07-08,3278.0,,435.0,ACV
2024-07-08,3209.0,3364.0,418.0,ACV
2024-07-08,3139.0,,418.0,ACV
2024-07-08,3054.0,,418.0,ACV
2024-07-08,2972.0,,418.0,ACV
2024-07-08,2917.0,,418.0,ACV
2024-07-08,2831.0,,418.0,ACV
2024-07-08,2777.0,3343.0,416.0,ACV
2024-07-08,2765.0,,416.0,ACV
2024-07-08,2738.0,,416.0,ACV
2024-07-08,2741.0,,416.0,ACV
2024-07-08,2674.0,,416.0,ACV
2024-07-08,2604.0,,416.0,ACV
2024-07-09,2586.0,3329.0,188.0,ACV
2024-07-09,2568.0,,188.0,ACV
2024-07-09,2561.0,,188.0,ACV
2024-07-09,2536.0,,188.0,ACV
2024-07-09,2522.0,,188.0,ACV
2024-07-09,2553.0,,188.0,ACV
2024-07-09,2562.0,3322.0,132.0,ACV
2024-07-09,2547.0,,132.0,ACV
2024-07-09,2523.0,,132.0,ACV
2024-07-09,2546.0,,132.0,ACV
2024-07-09,2535.0,,132.0,ACV
2024-07-09,2541.0,,132.0,ACV
2024-07-09,2516.0,3318.0,207.0,ACV
2024-07-09,2482.0,,207.0,ACV
2024-07-09,2474.0,,207.0,ACV
2024-07-09,2451.0,,207.0,ACV
2024-07-09,2428.0,,207.0,ACV
2024-07-09,2403.0,,207.0,ACV
2024-07-09,2391.0,3315.0,231.0,ACV
2024-07-09,2357.0,,231.0,ACV
2024-07-09,2345.0,,231.0,ACV
2024-07-09,2309.0,,231.0,ACV
2024-07-09,2249.0,,231.0,ACV
2024-07-09,2229.0,,231.0,ACV
2024-07-09,2177.0,3311.0,202.0,ACV
2024-07-09,2178.0,,202.0,ACV
2024-07-09,2166.0,,202.0,ACV
2024-07-09,2155.0,,202.0,ACV
2024-07-09,2165.0,,202.0,ACV
2024-07-09,2164.0,,202.0,ACV
2024-07-09,2136.0,3312.0,207.0,ACV
2024-07-09,2135.0,,207.0,ACV
2024-07-09,2096.0,,207.0,ACV
2024-07-09,2096.0,,207.0,ACV
2024-07-09,2074.0,,207.0,ACV
2024-07-09,2059.0,,207.0,ACV
2024-07-09,2039.0,3313.0,79.0,ACV
